age,income,family_size,employed,education,marital_status,race,hicoverage
77,37896,1,5,41,4,1,1
37,43200,0,1,39,5,1,2
60,25000,0,2,37,4,2,1
27,0,1,7,35,1,1,1
31,70000,1,3,36,1,1,1
8,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
28,4400,1,7,40,7,1,1
4,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
27,36000,0,7,39,7,1,1
22,71000,0,1,40,7,1,1
19,9698,1,1,39,7,1,1
56,26961,1,5,40,7,1,1
31,76001,1,1,39,7,1,2
17,0,1,7,40,7,1,1
17,0,1,7,36,7,1,1
17,0,1,7,34,7,1,1
7,0,1,0,0,7,1,1
31,0,0,7,41,7,1,2
59,25010,1,7,40,1,1,1
56,10,1,7,40,1,1,1
20,10200,1,7,40,7,1,1
58,28801,1,5,40,1,1,1
59,107365,1,5,42,1,1,1
49,8040,1,7,33,6,1,1
9,0,1,0,0,7,1,1
38,2195,0,7,33,7,1,1
31,3600,0,7,33,7,1,1
48,33000,1,1,43,5,1,1
18,0,1,4,37,7,1,1
16,0,1,7,35,7,1,1
78,12131,0,5,39,4,1,1
51,29051,1,1,37,6,1,1
26,49000,1,1,43,7,1,1
80,0,1,6,31,6,1,2
21,4800,2,1,40,7,1,1
1,0,2,0,0,7,1,1
27,12264,1,7,39,7,1,1
21,0,1,7,39,7,1,1
52,15000,1,1,35,5,1,1
28,1950,1,7,39,7,1,1
65,18069,1,5,39,7,1,1
65,19007,1,5,32,6,1,1
28,25008,1,1,40,7,1,1
85,44401,0,5,40,4,1,1
61,8259,1,7,37,1,1,1
46,20000,1,1,37,1,1,1
56,20124,1,7,40,6,1,1
31,40000,1,1,40,7,1,2
23,0,1,6,39,7,1,1
43,0,1,7,40,1,1,1
41,35000,1,1,39,1,1,1
21,0,1,7,39,7,1,1
14,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
50,90501,0,1,45,5,1,1
51,22602,1,3,33,1,1,1
55,0,1,7,33,1,1,1
21,21760,1,3,39,7,1,1
19,0,1,1,39,7,1,1
52,29400,1,4,35,1,1,1
56,40000,1,1,43,1,1,1
19,300,1,1,40,7,1,1
19,40000,1,7,39,7,1,1
51,16060,1,7,39,5,1,1
28,53100,1,1,39,7,1,1
19,0,1,7,39,7,1,1
29,20000,1,1,41,1,1,1
31,20000,1,1,43,1,1,1
11,0,1,0,0,7,1,1
54,20010,0,7,35,3,1,1
66,0,1,7,39,1,1,1
69,28522,1,1,40,1,1,1
41,6000,1,1,33,7,1,1
15,2400,1,7,36,7,1,1
11,0,1,0,0,7,1,1
41,12000,0,1,39,7,1,2
41,88600,1,1,43,5,1,1
13,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
29,120006,1,1,42,1,1,1
27,3020,1,1,43,1,1,1
32,80000,0,2,42,7,2,1
39,110900,1,1,43,1,9,1
35,94000,1,1,43,1,1,1
15,0,1,7,35,7,1,1
12,0,1,0,0,7,1,1
8,0,1,0,0,7,1,1
3,0,1,0,0,7,1,1
58,240172,0,7,39,6,1,1
44,38000,1,1,39,7,1,1
11,0,1,0,0,7,1,1
4,0,1,0,0,7,1,1
48,76020,1,1,40,1,1,1
48,42007,1,3,39,1,1,1
31,0,1,1,42,7,4,1
1,0,1,0,0,7,4,1
65,4589,1,5,39,6,4,1
37,31200,0,1,39,7,4,1
37,43000,1,1,40,1,4,1
38,45000,1,1,42,1,4,1
12,0,1,0,0,7,4,1
3,0,1,0,0,7,4,1
1,0,1,0,0,7,4,1
37,1099999,1,1,40,7,4,1
39,1099999,1,1,40,7,4,1
34,0,1,7,40,7,4,1
37,73000,0,1,40,7,4,1
41,23579,1,5,40,6,1,1
16,0,1,7,40,7,1,1
15,0,1,7,40,7,1,1
54,130020,1,1,44,5,1,1
22,16000,1,7,42,7,1,1
20,15000,1,1,39,7,1,1
18,29314,1,7,37,7,1,1
15,29314,1,7,35,7,1,1
45,156010,1,1,43,1,1,1
46,176010,1,1,46,1,1,1
15,2410,1,1,36,7,1,1
9,0,1,0,0,7,1,1
5,0,1,0,0,7,1,1
50,83200,1,1,43,1,4,1
45,115002,1,3,40,1,4,1
15,0,1,7,35,7,4,1
12,0,1,0,0,7,4,1
10,0,1,0,0,7,4,1
40,80525,1,1,43,3,4,1
80,11159,2,5,39,1,4,1
75,11159,2,5,43,1,4,1
80,24001,1,1,43,1,4,1
70,20055,1,1,42,1,4,1
16,0,1,1,41,7,4,1
16,30000,1,1,39,7,4,1
16,11552,1,1,43,7,4,1
16,4007,1,1,39,7,4,1
16,4520,1,1,39,7,4,1
39,47850,0,1,40,7,1,1
31,58000,0,1,43,7,5,1
51,89010,1,1,44,1,1,1
54,100001,1,5,41,1,1,1
22,1,1,7,41,7,1,1
20,5,1,7,40,7,1,1
18,0,1,7,37,7,1,1
51,154502,1,1,44,1,1,1
48,122002,1,1,43,1,1,1
18,2,1,4,37,7,1,1
14,0,1,0,0,7,1,1
58,25000,1,1,34,4,1,1
38,20000,1,1,39,7,1,1
23,52000,1,1,41,7,1,1
21,9600,1,6,39,7,1,1
53,20000,1,1,39,5,1,1
28,50010,1,1,43,7,1,1
24,56010,1,1,39,7,1,1
41,52200,1,1,42,5,1,2
6,0,1,0,0,7,1,1
67,187201,1,2,39,1,2,1
65,25680,1,7,38,1,2,1
42,36000,1,1,41,5,2,1
27,60000,1,1,40,7,4,1
39,50000,1,1,39,3,4,1
33,21000,1,1,40,7,2,1
16,0,1,4,36,7,2,1
13,0,1,0,0,7,2,1
10,0,1,0,0,7,2,1
9,0,1,0,0,7,2,1
7,0,1,0,0,7,2,1
7,0,1,0,0,7,2,1
22,8000,1,4,39,7,1,1
54,26720,1,4,39,5,1,1
18,0,1,4,39,7,1,1
30,39049,1,1,39,7,1,1
6,0,1,0,0,7,1,1
24,31200,1,1,39,7,1,2
18,0,1,7,38,7,1,2
51,0,2,7,33,1,1,2
51,60505,2,1,39,1,1,2
26,40822,1,5,43,4,1,1
74,25000,1,1,40,7,1,1
59,39000,1,1,33,1,1,1
58,39000,1,1,39,1,1,1
63,81596,1,5,40,1,1,1
61,15600,1,5,43,1,1,1
80,23100,2,5,39,1,1,1
80,10500,2,5,40,1,1,1
27,46000,3,1,39,7,1,1
5,0,3,0,0,7,6,1
68,91728,1,5,42,4,1,1
12,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
85,32604,1,5,42,4,1,1
30,33000,1,1,39,7,1,1
12,0,1,0,0,7,1,1
6,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
33,27000,0,1,41,7,1,1
44,55000,1,1,39,1,1,1
48,27000,1,1,39,1,1,1
19,4200,1,7,40,7,1,1
30,60000,1,4,39,1,1,1
29,40000,1,1,39,1,1,1
7,0,1,0,0,7,1,1
6,0,1,0,0,7,1,1
15,0,1,7,38,7,1,1
13,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
16,0,1,7,36,7,1,1
42,10125,2,1,34,1,1,1
34,6000,2,1,34,1,1,1
33,10000,1,1,39,7,1,1
12,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
6,0,1,0,0,7,1,1
33,52000,0,1,39,7,1,1
32,14579,0,6,39,7,1,1
27,52641,1,2,43,1,1,1
26,51125,1,1,43,1,1,1
4,0,1,0,0,7,1,1
62,36600,1,3,39,4,1,1
18,0,1,7,38,7,1,1
9,0,1,0,0,7,1,1
71,0,1,6,39,1,1,1
71,30000,1,1,39,1,1,1
29,35000,1,1,43,1,1,1
29,38000,1,1,43,1,1,1
18,0,1,4,39,7,1,2
19,46800,1,1,39,7,3,2
18,0,1,4,39,7,3,2
27,7000,1,4,37,7,1,1
21,19000,1,1,39,7,1,1
14,0,1,0,0,7,1,1
12,0,1,0,0,7,1,1
61,28365,1,2,32,4,1,1
41,22000,0,2,38,7,1,1
18,15816,1,7,39,7,1,1
49,30726,2,7,39,4,1,1
15,23724,2,7,35,7,1,1
40,8265,1,1,43,2,1,1
46,126965,1,0,44,1,1,1
11,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
53,76665,1,1,43,2,1,1
46,150500,1,0,44,1,1,1
13,0,1,0,0,7,1,1
40,18101,1,7,43,2,1,1
42,144051,1,0,43,1,1,1
12,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
23,8001,1,1,43,2,1,1
26,1,1,0,39,1,1,1
0,0,1,0,0,7,1,1
38,23800,1,1,43,5,1,1
64,18971,1,6,39,4,1,2
43,16500,1,1,43,7,1,1
65,16656,1,5,35,1,1,1
61,17856,1,5,33,1,1,1
58,50001,1,1,33,4,1,1
16,0,1,7,37,7,1,1
15,0,1,7,35,7,1,1
12,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
4,0,1,0,0,7,1,1
60,31200,1,5,39,1,2,1
68,40777,1,5,43,1,2,1
15,33731,1,5,36,4,2,1
53,51001,1,1,40,5,4,2
27,15000,1,1,40,7,4,1
80,47384,1,5,40,1,1,1
80,61584,1,5,43,1,1,1
80,36489,1,5,44,1,1,1
85,54987,1,5,44,1,1,1
32,206577,0,1,43,7,1,1
30,100350,0,1,43,7,1,1
71,15000,1,5,32,4,1,1
35,21239,1,6,39,7,1,1
63,80000,1,1,39,7,1,1
57,92002,1,1,46,1,1,1
56,151786,1,1,44,1,1,1
18,0,1,7,39,7,1,1
63,7015,1,5,43,1,4,1
62,145028,1,1,43,1,4,1
25,81035,1,1,39,7,4,1
42,195012,1,1,42,5,1,1
10,0,1,0,0,7,1,1
8,0,1,0,0,7,1,1
80,165279,1,5,43,1,1,1
80,161788,1,5,46,1,1,1
37,27000,1,1,40,1,1,1
36,123794,1,1,43,1,1,1
41,208516,1,1,44,1,4,1
40,10,1,7,44,1,4,1
44,270076,1,2,44,1,1,1
45,704021,1,2,44,1,1,1
9,0,1,0,0,7,1,1
4,0,1,0,0,7,1,1
39,96650,0,1,41,7,1,1
55,186000,1,1,43,1,1,1
58,21000,1,1,43,1,1,1
23,7500,1,1,39,7,1,1
59,60005,0,1,40,4,1,1
85,29779,0,5,43,4,1,1
66,72014,0,1,39,5,1,1
26,30001,1,1,40,1,1,1
26,36557,1,3,39,1,1,1
7,0,1,0,0,7,1,1
33,30000,0,4,36,7,2,1
47,15000,0,1,43,7,4,1
46,2000,0,1,42,7,15,1
37,3000,0,1,42,7,4,1
39,12000,0,7,43,7,4,1
49,12000,0,1,42,7,4,1
54,63989,0,1,43,7,4,1
72,30000,0,1,41,7,4,1
50,30000,0,1,39,7,4,1
47,120000,0,1,44,7,4,1
46,2000,0,1,42,7,4,1
40,85000,0,1,43,7,4,1
39,30000,0,1,41,7,4,1
37,24000,0,1,39,7,4,1
40,4500,0,1,42,7,4,2
33,0,0,4,39,7,1,2
43,57700,0,4,39,5,1,1
76,12781,1,5,43,1,1,1
75,22186,1,5,44,1,1,1
49,65003,1,1,43,1,1,1
39,49069,1,1,43,1,1,1
4,0,1,0,0,7,1,1
71,50722,1,5,42,4,1,1
51,12000,1,1,33,6,1,1
28,26000,1,1,40,7,1,2
21,46000,1,1,40,7,1,1
17,18622,1,1,37,7,1,1
47,0,1,7,39,1,1,1
46,43001,1,1,39,1,1,1
15,0,1,7,35,7,1,1
12,0,1,0,0,7,1,1
43,304050,1,1,43,1,1,1
37,184050,1,1,43,1,1,1
8,0,1,0,0,7,1,1
6,0,1,0,0,7,1,1
51,32000,0,1,40,5,1,1
47,65284,0,1,39,7,1,1
66,81290,0,5,46,4,4,1
63,25000,1,1,32,1,1,1
60,0,1,7,32,1,1,1
32,0,1,6,38,3,1,2
73,43107,0,5,40,5,1,1
71,26650,0,5,40,5,1,1
40,118120,1,1,43,1,1,1
41,65000,1,1,43,1,1,1
10,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
53,5012,1,4,40,5,1,1
30,14700,1,1,40,7,1,1
78,13596,0,5,40,7,1,1
50,107518,1,1,44,1,1,1
43,66002,1,1,44,1,1,1
48,240610,1,1,44,1,1,1
48,72539,1,1,44,1,1,1
15,0,1,7,36,7,1,1
66,5401,1,6,39,1,1,1
66,12787,1,6,39,1,1,1
67,32000,1,1,44,5,1,1
85,13200,1,5,39,4,1,1
68,50510,1,5,43,1,4,1
64,110,1,5,41,1,4,1
77,15860,0,5,39,4,1,1
64,114121,0,1,41,7,1,1
49,90010,1,1,44,1,4,1
44,25002,1,1,43,1,4,1
19,5000,1,1,40,7,4,1
12,0,1,0,0,7,4,1
38,34015,1,1,41,1,4,2
38,11515,1,1,39,1,4,2
14,0,1,0,0,7,4,2
10,0,1,0,0,7,4,2
43,40018,1,1,42,1,4,1
39,67002,1,1,39,1,4,1
8,0,1,0,0,7,4,1
0,0,1,0,0,7,4,1
69,10002,2,1,35,1,4,1
68,1,2,5,33,1,4,1
57,0,1,1,35,7,1,1
46,0,1,1,33,7,1,1
28,0,1,7,39,7,1,1
30,0,1,1,39,7,1,1
29,0,2,1,40,7,1,1
0,0,2,0,0,7,1,1
42,35000,1,7,39,1,1,1
37,60000,1,1,43,1,1,1
19,0,1,6,43,7,1,1
17,0,1,6,39,7,1,1
22,0,2,6,43,7,1,1
3,0,2,0,0,7,1,1
50,83431,1,1,44,1,1,1
46,99001,1,1,39,1,1,1
20,1000,1,7,39,7,1,1
10,0,1,0,0,7,1,1
25,360,2,7,39,6,1,1
6,0,2,0,0,7,1,1
5,0,2,0,0,7,1,1
66,14500,1,5,39,7,4,1
79,26904,1,5,39,7,4,1
62,0,1,5,39,7,4,1
52,77000,1,5,42,1,4,2
47,0,1,6,43,1,4,2
20,0,1,7,40,7,4,1
55,30000,1,1,39,1,4,1
74,10607,1,5,33,1,4,1
36,41779,0,1,39,7,1,1
49,303201,1,1,43,7,1,1
80,133841,2,5,44,1,1,1
80,130545,2,5,43,1,1,1
41,1917,1,1,44,1,4,1
41,107843,1,1,44,1,4,1
42,123906,1,1,43,1,1,1
42,20000,1,2,43,1,1,1
10,0,1,0,0,7,1,1
24,-798,0,4,43,7,4,1
51,161800,1,1,39,1,1,1
51,0,1,7,39,1,1,1
22,6000,1,1,43,7,1,1
57,60000,1,5,43,6,1,1
20,0,1,7,40,7,8,1
17,0,1,7,36,7,8,1
59,155801,1,1,40,1,1,1
59,60000,1,1,39,1,1,1
39,9600,1,6,38,7,1,1
35,12000,1,1,39,5,1,1
36,45000,1,1,37,7,1,1
18,0,1,7,38,7,1,1
11,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
71,29317,0,5,44,5,1,1
37,56500,1,1,43,1,1,1
33,45000,1,1,39,1,1,1
61,0,1,5,43,5,1,2
34,74600,1,1,39,1,1,1
32,38100,1,1,39,1,1,2
14,0,1,0,0,7,1,1
76,77196,1,5,40,1,4,1
73,24010,1,5,39,1,4,1
46,74901,1,7,43,7,4,1
80,13979,0,5,43,5,2,1
68,13680,0,6,39,7,2,1
43,83001,0,1,45,4,1,1
60,72510,1,1,43,4,4,1
16,0,1,7,35,7,4,1
75,93339,1,1,44,1,4,1
80,18400,1,5,43,1,4,1
47,174139,1,1,44,1,4,1
48,40350,1,1,40,1,4,1
15,4,1,7,35,7,4,1
35,85686,1,1,44,1,1,1
36,117659,1,3,40,1,1,1
2,0,1,0,0,7,1,1
50,31410,0,1,44,7,1,1
51,108010,0,1,44,4,1,1
62,109932,0,1,42,5,1,1
59,48000,0,1,40,7,2,1
61,10620,0,6,40,7,2,1
33,65000,0,1,46,7,4,1
71,239901,1,5,43,4,1,1
34,42001,1,1,43,7,1,1
75,108589,1,5,40,1,1,1
65,40978,1,1,43,1,1,1
80,6855,1,5,44,1,1,1
79,111739,1,5,44,1,1,1
75,96300,0,5,40,5,1,1
80,225379,1,1,43,5,1,1
46,10,1,7,43,7,1,1
74,1568,0,5,43,4,4,1
74,5940,0,5,39,7,2,1
68,18000,0,5,40,7,2,1
85,19200,0,5,41,7,2,1
21,10002,0,6,40,7,1,1
21,23000,0,1,41,7,1,1
73,12573,1,5,40,5,1,1
85,31812,1,5,39,7,1,1
54,152250,1,1,40,1,1,1
49,50010,1,1,40,1,1,1
14,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
36,95003,1,1,39,1,1,1
34,110150,1,1,43,1,1,1
13,0,1,0,0,7,1,1
77,12000,0,5,39,6,1,1
77,18116,0,5,43,4,1,1
32,51300,0,1,43,7,1,1
31,75959,0,1,43,7,1,1
61,68455,1,5,42,1,2,1
68,153459,1,2,43,1,2,1
15,0,1,7,34,7,2,1
48,61576,1,1,41,1,1,2
58,54024,1,1,42,1,1,2
20,0,1,7,40,7,1,2
13,0,1,0,0,7,1,2
22,3551,1,7,39,7,1,1
56,48006,1,1,39,3,1,1
55,500720,0,1,44,5,1,1
70,93589,1,1,40,1,1,1
65,3001,1,1,43,1,1,1
24,17845,1,1,44,7,4,1
60,501,2,5,35,1,4,1
60,2,2,5,35,1,4,1
15,0,2,7,36,7,4,1
36,35010,1,1,43,7,1,1
11,0,1,0,0,7,1,1
68,20600,2,5,39,1,1,1
65,18200,2,5,39,1,1,1
57,17000,1,1,39,1,1,1
65,62000,1,1,33,1,1,1
19,0,1,7,40,7,1,1
65,0,1,7,33,3,1,1
67,25979,1,5,39,1,4,1
68,20400,1,5,39,1,4,1
67,30000,0,5,39,4,4,1
65,55021,1,1,43,5,4,1
26,40001,1,1,43,7,4,1
59,30000,1,1,40,6,4,1
23,25000,1,1,37,7,4,1
45,25350,1,1,34,1,1,1
42,32000,1,1,34,1,1,1
22,27476,1,1,40,7,1,1
18,15000,1,1,40,7,1,1
9,0,1,0,0,7,1,1
78,226000,1,1,46,1,1,1
77,30040,1,1,40,1,1,1
21,30000,1,1,38,7,4,1
55,30000,2,1,35,1,4,1
53,0,2,7,43,1,4,1
62,20010,1,1,43,1,1,1
62,20010,1,1,43,1,1,1
37,80005,1,1,44,7,1,1
34,85005,1,1,43,7,1,1
25,27005,1,1,43,7,1,1
35,63500,1,0,40,1,1,1
34,85001,1,1,40,2,1,1
59,115115,1,1,44,5,1,1
33,215000,1,2,46,7,1,1
55,200200,0,1,39,7,1,2
80,35368,0,5,40,4,1,1
27,25010,1,1,40,1,1,1
28,25000,1,1,40,1,1,1
28,32010,1,1,42,7,1,1
19,35000,1,1,40,7,1,1
19,22000,1,1,40,7,1,1
49,44000,2,1,39,1,1,1
46,20000,2,7,39,1,1,1
77,1700,1,5,32,1,1,1
73,1674,1,5,32,1,1,1
79,3479,1,5,33,7,1,1
63,10000,1,1,32,1,1,1
72,22519,1,5,40,1,1,1
36,0,1,7,39,7,1,1
32,85000,1,1,38,7,1,1
22,700,1,4,38,7,4,1
59,25251,1,1,34,4,4,1
73,12000,0,5,40,7,2,1
37,41400,1,1,35,7,1,2
35,32000,1,1,35,7,1,2
38,32000,0,1,35,7,1,2
78,15779,0,5,39,4,1,1
42,30050,1,1,40,1,1,1
42,24500,1,1,34,1,1,1
15,0,1,7,36,7,1,1
10,0,1,0,0,7,1,1
57,0,1,6,31,7,1,1
18,0,1,7,40,7,1,1
62,100000,2,1,31,1,1,1
60,0,2,7,31,1,1,1
42,36000,3,1,31,3,1,1
16,0,3,7,35,7,1,1
3,0,3,0,0,7,1,1
67,127933,0,1,40,5,8,1
58,35000,1,1,43,5,1,2
80,0,1,5,39,4,1,2
53,72000,1,1,43,7,1,2
48,48000,1,1,43,7,1,1
47,70000,1,1,43,7,1,1
66,110923,0,1,40,7,1,1
80,12000,0,1,46,6,4,1
29,50000,0,1,44,7,2,1
43,72150,0,1,43,7,1,1
35,37000,0,1,44,7,1,1
64,362985,0,4,43,7,1,1
69,10944,1,5,39,1,1,1
80,10140,1,5,33,1,1,1
80,15179,1,5,31,1,1,1
75,4788,1,5,31,1,1,1
47,24500,1,1,39,7,1,1
38,0,1,6,39,7,1,1
35,28000,1,1,40,7,1,1
28,28000,1,1,39,7,1,1
42,50000,1,1,43,7,1,1
1,0,1,0,0,7,1,1
36,120075,1,1,43,7,1,1
31,40005,1,1,43,7,1,1
85,23831,1,5,46,1,1,1
85,20685,1,5,43,1,1,1
79,101134,0,5,45,7,1,1
49,142026,1,2,43,1,2,1
51,138026,1,1,44,1,2,1
14,0,1,0,0,7,2,1
66,45802,1,1,33,1,1,1
65,10800,1,7,33,1,1,1
33,0,1,4,43,7,1,2
32,135000,0,1,40,7,2,2
37,180000,0,1,43,7,4,1
63,12372,0,6,35,7,1,1
80,26112,0,5,39,7,1,1
54,12372,0,6,39,7,1,1
39,0,1,7,39,6,1,1
22,100,1,1,40,7,1,1
15,120,1,7,34,7,1,1
10,0,1,0,0,7,1,1
62,0,1,5,33,6,1,1
79,33323,0,5,38,4,1,1
54,81170,1,1,40,1,1,1
53,350,1,5,40,1,1,1
29,27000,1,1,40,7,1,1
78,227647,0,5,43,4,1,1
27,85500,0,1,43,7,1,1
24,182003,0,1,43,7,1,1
30,163050,0,1,44,7,1,1
48,0,1,7,33,1,1,2
46,26000,1,1,33,1,1,2
29,40000,1,1,39,7,1,1
17,0,1,7,38,7,1,1
26,25000,1,3,40,7,1,1
56,32100,1,1,40,7,2,1
32,38210,1,1,40,7,2,1
31,111025,0,1,45,7,4,1
68,34713,1,5,43,1,4,1
74,93200,1,5,46,1,4,1
57,150010,1,1,44,1,1,1
55,10000,1,1,31,1,1,1
73,54001,1,5,43,1,1,1
70,231045,1,1,43,1,1,1
78,6,0,5,42,4,1,1
28,120095,0,1,43,7,1,1
76,15743,0,5,43,5,1,1
72,2304,0,5,40,6,1,1
59,0,0,7,39,7,1,1
85,0,0,5,39,5,1,2
71,26500,0,5,43,6,4,1
19,35000,0,1,40,7,2,2
75,32000,1,1,43,4,1,1
49,0,2,7,43,1,1,1
26,40000,2,1,43,1,1,1
80,40329,1,5,43,1,1,1
85,70079,1,5,43,1,1,1
68,3601,1,5,43,1,4,1
68,1801,1,5,42,1,4,1
36,110001,1,1,44,7,4,1
40,130111,1,1,43,1,5,1
36,121252,1,1,43,1,5,1
66,64000,1,1,43,6,5,1
76,146082,0,5,42,6,1,1
67,33652,0,5,42,7,4,1
46,212587,1,1,44,1,1,1
44,872012,1,1,43,1,1,1
14,0,1,0,0,7,1,1
10,0,1,0,0,7,1,1
68,17450,1,5,39,1,1,1
69,41450,1,5,43,1,1,1
52,50351,1,1,43,1,1,1
51,16500,1,1,42,1,1,1
22,0,1,7,42,7,1,1
33,60581,1,1,43,7,4,1
73,24001,1,5,40,5,4,1
70,37530,1,5,43,1,4,1
63,9264,1,5,39,1,4,1
75,92951,1,5,44,1,4,1
76,104025,1,5,44,1,4,1
85,20040,0,5,39,4,1,1
77,66000,1,5,43,1,4,1
72,52255,1,5,39,1,4,1
68,86828,1,5,44,1,1,1
63,6250,1,5,43,1,1,1
59,111022,1,1,43,1,2,1
66,3801,1,5,42,1,1,1
69,60809,0,5,43,5,1,1
43,40000,1,1,39,5,1,1
19,35000,1,1,40,7,1,1
15,0,1,7,35,7,1,1
47,30000,2,1,39,1,1,1
45,3000,2,1,39,1,1,1
85,64133,1,5,43,1,1,1
80,41075,1,5,42,1,1,1
49,100002,1,1,44,1,1,1
43,60020,1,1,42,1,1,1
13,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
9,0,1,0,0,7,1,1
7,0,1,0,0,7,1,1
41,160004,0,1,44,7,1,1
44,67004,0,1,39,5,1,1
75,18692,0,1,46,7,1,1
73,68220,0,5,43,5,1,1
30,27000,1,1,42,7,1,2
56,5000,1,2,38,7,1,2
53,0,1,5,33,7,1,1
69,12779,1,5,39,1,4,1
69,16379,1,5,43,1,4,1
65,18030,1,5,39,1,1,1
63,38030,1,1,39,1,1,1
35,60040,1,1,44,7,1,1
53,81075,1,1,43,1,1,1
48,80876,1,1,43,1,1,1
18,0,1,7,38,7,1,1
16,0,1,7,36,7,1,1
34,0,1,7,39,1,1,1
36,12000,1,1,34,1,1,1
8,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
63,12000,2,5,32,1,1,1
63,0,2,7,32,1,1,1
28,62000,1,1,40,7,4,1
80,11819,1,5,34,5,4,1
63,14000,1,1,39,5,4,1
65,150202,1,5,42,1,1,1
61,345002,1,5,42,1,1,1
36,35000,1,1,39,7,1,1
85,1140,0,5,40,4,1,1
68,12000,0,5,39,6,1,1
29,20000,1,1,40,7,1,1
80,13200,1,5,43,4,1,1
55,24000,2,1,38,4,1,1
17,0,2,7,38,7,1,1
44,136200,1,1,44,1,1,1
42,155900,1,1,43,1,1,1
6,0,1,0,0,7,1,1
3,0,1,0,0,7,1,1
77,30010,1,1,39,4,2,1
14,0,1,0,0,7,2,2
13,0,1,0,0,7,2,2
56,0,1,7,39,1,1,1
63,75000,1,1,39,1,1,1
25,0,1,7,39,7,1,1
31,40000,1,1,39,3,1,1
3,0,1,0,0,7,1,1
1,0,1,0,0,7,1,1
22,16379,1,7,39,1,1,1
25,35000,1,1,38,1,1,1
4,0,1,0,0,7,1,1
2,0,1,0,0,7,1,1
59,35000,1,1,39,4,1,1
28,1,1,4,40,7,1,1
45,50000,1,1,39,1,1,1
43,72000,1,1,43,1,4,1
14,0,1,0,0,7,4,1
7,0,1,0,0,7,4,1
71,0,2,5,39,1,4,1
70,0,2,5,39,1,4,1
69,36804,1,5,42,1,2,1
71,20881,1,5,38,1,2,1
29,16000,1,1,39,7,2,1
10,0,1,0,0,7,2,1
56,0,1,1,39,7,2,1
39,150001,0,1,40,6,1,1
51,581520,1,1,41,1,1,1
53,252603,1,1,40,1,1,1
18,0,1,7,39,7,1,1
25,72218,0,1,44,7,1,1
57,22000,1,3,34,1,1,1
40,23000,1,1,34,1,1,1
22,600,1,7,40,7,1,1
19,500,1,7,40,7,1,1
14,0,1,0,0,7,1,1
65,24000,0,7,38,5,2,1
28,131000,1,1,44,1,1,1
32,194275,1,1,43,1,1,1
35,67025,0,1,43,7,4,1
65,96986,1,1,42,1,1,1
52,0,1,5,39,1,1,1
73,96821,0,5,39,4,1,1
42,84858,1,4,43,1,1,1
42,51952,1,1,43,1,1,1
7,0,1,0,0,7,1,1
46,33010,1,1,40,7,1,1
67,0,1,5,40,5,1,1
64,54501,0,1,40,5,1,1
39,106003,0,1,43,7,4,1
27,101045,0,1,44,7,4,1
50,47051,1,1,40,1,1,1
50,17350,1,1,43,1,1,1
18,0,1,7,37,7,1,1
17,0,1,7,36,7,1,1
78,11979,0,5,40,4,1,1
76,10367,0,5,43,3,1,1
44,10000,1,1,39,1,1,1
42,10000,1,2,39,1,1,1
19,7000,1,4,40,7,1,1
18,8000,1,4,40,7,1,1
57,60229,0,1,43,7,1,1
58,48292,1,1,34,1,1,1
59,69712,1,1,39,1,1,1
39,86250,1,1,43,1,2,1
39,194050,1,1,43,1,1,1
62,103050,0,1,43,7,1,1
75,22683,0,5,44,7,4,1
78,5339,1,5,43,1,4,1
77,3899,1,5,42,1,4,1
85,15179,0,5,33,4,4,1
56,501,0,1,42,7,2,1
79,12201,0,5,44,5,1,1
37,10000,1,1,39,1,4,1
39,20000,1,1,39,1,4,1
4,0,1,0,0,7,4,1
23,75000,1,1,43,1,4,1
25,0,1,7,44,1,4,2
44,156386,1,1,39,1,1,1
44,46,1,7,43,1,1,1
57,17504,1,7,40,1,1,1
55,214608,1,1,42,1,1,1
48,65000,0,1,39,7,1,1
45,126331,1,1,46,1,1,1
45,603300,1,1,44,1,1,1
10,0,1,0,0,7,1,1
8,0,1,0,0,7,1,1
47,6045,1,1,44,1,1,1
48,201700,1,1,44,1,1,1
16,0,1,7,35,7,1,1
13,0,1,0,0,7,1,1
11,0,1,0,0,7,1,1
57,53025,1,1,40,1,1,1
57,67010,1,1,40,1,1,1
44,42012,1,1,39,1,1,1
43,33002,1,1,34,1,1,1
